,train,test
0.1,0.07256349999999978,0.003282000000000007
0.2,0.09104650000000003,0.003035500000000191
0.3,0.14670800000000028,0.002759500000000248
0.4,0.14511150000000006,0.0025054999999998273
0.5,0.24181000000000008,0.0026160000000001737
0.6,0.2380675000000001,0.0022045000000003867
0.7,0.43896199999999963,0.0020604999999997986
0.8,0.2707955000000002,0.0015770000000006057
0.9,0.4445439999999996,0.0011354999999992899
