,train,test
0.1,0.019733500000000292,0.0008884999999998477
0.2,0.01779049999999982,0.000771499999999925
0.3,0.02285349999999986,0.0009359999999998259
0.4,0.02353750000000021,0.0006964999999998778
0.5,0.02391999999999994,0.000871499999999914
0.6,0.02501500000000001,0.0007490000000001107
0.7,0.020910500000000054,0.0006309999999998261
0.8,0.02016899999999988,0.0006259999999997934
0.9,0.021147999999999945,0.0005869999999998932
