memory,steps,verbose,DTClassifier,DTClassifier__ccp_alpha,DTClassifier__class_weight,DTClassifier__criterion,DTClassifier__max_depth,DTClassifier__max_features,DTClassifier__max_leaf_nodes,DTClassifier__min_impurity_decrease,DTClassifier__min_impurity_split,DTClassifier__min_samples_leaf,DTClassifier__min_samples_split,DTClassifier__min_weight_fraction_leaf,DTClassifier__presort,DTClassifier__random_state,DTClassifier__splitter
,"[('DTClassifier', DecisionTreeClassifier(max_depth=20, random_state=3148772961))]",False,"DecisionTreeClassifier(max_depth=20, random_state=3148772961)",0.0,,gini,20,,,0.0,,1,2,0.0,deprecated,3148772961,best
