memory,steps,verbose,RF,RF__bootstrap,RF__ccp_alpha,RF__class_weight,RF__criterion,RF__max_depth,RF__max_features,RF__max_leaf_nodes,RF__max_samples,RF__min_impurity_decrease,RF__min_impurity_split,RF__min_samples_leaf,RF__min_samples_split,RF__min_weight_fraction_leaf,RF__n_estimators,RF__n_jobs,RF__oob_score,RF__random_state,RF__verbose,RF__warm_start
,"[('RF', RandomForestClassifier(max_features=20, n_estimators=3, random_state=4263535977))]",False,"RandomForestClassifier(max_features=20, n_estimators=3, random_state=4263535977)",True,0.0,,gini,,20,,,0.0,,1,2,0.0,3,,False,4263535977,0,False
