,train,test
0.1,0.002825999999999995,0.0018984999999998031
0.2,0.003118999999999872,0.0019065000000002552
0.3,0.0034365000000000645,0.0016890000000000516
0.4,0.003230500000000136,0.0014289999999999026
0.5,0.0034839999999998206,0.0015134999999997234
0.6,0.0037159999999998305,0.0014015000000000555
0.7,0.004308999999999896,0.0013729999999998466
0.8,0.00475800000000004,0.0013279999999999959
0.9,0.004974999999999952,0.0013170000000000126
