,train,test
0.1,0.1614270000000002,0.003473999999999755
0.2,0.2870684999999997,0.0038325000000001275
0.3,0.3770045000000004,0.003685500000000008
0.4,0.5283850000000005,0.003683000000000103
0.5,0.6418969999999997,0.0034570000000000434
0.6,0.7941355000000003,0.0028730000000001255
0.7,0.9037290000000002,0.002327499999999816
0.8,1.0390210000000009,0.00184699999999971
0.9,1.1389040000000001,0.0011689999999999756
