,train,test
0.1,0.005859999999998422,0.0021979999999999222
0.2,0.005141500000000576,0.0019665000000017585
0.3,0.00560000000000116,0.0018960000000021182
0.4,0.005762499999999449,0.0018700000000002603
0.5,0.005977000000001453,0.001978499999999883
0.6,0.0062925000000007,0.0018220000000006564
0.7,0.006556499999998522,0.0017710000000015214
0.8,0.0067609999999973525,0.001723500000000655
0.9,0.007315500000004249,0.0016875000000027285
