,train,test
0.1,0.006125999999999854,0.0015929999999999556
0.2,0.0059989999999998656,0.001346999999999987
0.3,0.0066990000000000105,0.0014464999999996841
0.4,0.006966500000000098,0.0014419999999999433
0.5,0.007184499999999927,0.0012180000000001634
0.6,0.007131999999999916,0.0011470000000000091
0.7,0.0074624999999999275,0.0010924999999999407
0.8,0.007996499999999962,0.0010090000000000376
0.9,0.008052999999999866,0.0009525000000001338
