,train,test
0.1,0.15950350000000002,0.0111374999999998
0.2,0.1812364999999998,0.011449000000000265
0.3,0.2085199999999996,0.010729999999999684
0.4,0.28127449999999987,0.01076200000000016
0.5,0.3406365,0.01036550000000025
0.6,0.4677374999999997,0.010125500000000454
0.7,0.44090450000000025,0.009084500000000162
0.8,0.5457444999999987,0.008836999999999762
0.9,0.6231110000000006,0.008079499999999129
