mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_RF__max_depth,param_RF__max_features,param_RF__n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.018533039093017577,0.0004279750805832959,0.0026123046875,0.0002616809772369887,10,20,10,"{'RF__max_depth': 10, 'RF__max_features': 20, 'RF__n_estimators': 10}",0.26431718049882585,0.32478632465030316,0.22907488976304605,0.268041236997343,0.2162162161269377,0.2604871696072911,0.037822646401014307,27
0.043355560302734374,0.0006562718591183202,0.003666114807128906,0.00014144571978539166,10,20,25,"{'RF__max_depth': 10, 'RF__max_features': 20, 'RF__n_estimators': 25}",0.2557077624630846,0.3620689653861474,0.2123893804291644,0.3168316830283305,0.23853211001599192,0.27710598026454375,0.0546459619480415,15
0.08714361190795898,0.00121197527434197,0.005687999725341797,7.78176328406614e-05,10,20,50,"{'RF__max_depth': 10, 'RF__max_features': 20, 'RF__n_estimators': 50}",0.25454545444826443,0.4102564101203886,0.1955555554567901,0.2708333332239583,0.273972602660495,0.2810326711819793,0.07051319838232883,14
0.25909743309020994,0.002701227382828197,0.014433574676513673,0.00045333965664761484,10,20,150,"{'RF__max_depth': 10, 'RF__max_features': 20, 'RF__n_estimators': 150}",0.25806451604162334,0.32900432887577064,0.214285714190051,0.23157894726603878,0.2232558138885884,0.2512378640524144,0.0415431239762711,28
0.004793357849121094,0.00012651168288848596,0.0018312454223632813,5.7203449264189904e-05,,4,3,"{'RF__max_depth': None, 'RF__max_features': 4, 'RF__n_estimators': 3}",0.3206751053421638,0.4390243900819618,0.23333333319444446,0.2752293576214123,0.2666666665679012,0.3069857705615767,0.07166641664180289,4
0.007335472106933594,0.0002051158365490126,0.002010631561279297,9.348749712379561e-05,,4,5,"{'RF__max_depth': None, 'RF__max_features': 4, 'RF__n_estimators': 5}",0.2969432313177094,0.3529411763252595,0.2222222220980349,0.2926829266813563,0.1981981981089197,0.2725975509062559,0.055721037444383004,17
0.013612461090087891,6.110745856289664e-05,0.0024234294891357423,5.3523691285261566e-05,,4,10,"{'RF__max_depth': None, 'RF__max_features': 4, 'RF__n_estimators': 10}",0.13270142173491162,0.23853211000101002,0.11374407577996899,0.16842105252919667,0.18604651156300703,0.16788903432161886,0.04356665187874342,76
0.03402543067932129,0.0010759692748016879,0.003853464126586914,0.00016516895806058092,,4,25,"{'RF__max_depth': None, 'RF__max_features': 4, 'RF__n_estimators': 25}",0.2909090908119008,0.28828828818488755,0.16438356156460457,0.268041236997343,0.20276497688632164,0.2428774308890115,0.05054245728254057,33
0.06670269966125489,0.0018369356635767238,0.006188869476318359,0.0005325876595311507,,4,50,"{'RF__max_depth': None, 'RF__max_features': 4, 'RF__n_estimators': 50}",0.2418604650357166,0.2895927600806699,0.12962962956104251,0.18947368410814402,0.16822429900427982,0.20375616755797057,0.05618025410053221,59
0.20016756057739257,0.002337052847699294,0.014486980438232423,0.00033505180674826406,,4,150,"{'RF__max_depth': None, 'RF__max_features': 4, 'RF__n_estimators': 150}",0.24299065412857018,0.293577981560643,0.1488372092374256,0.19047619037742503,0.18779342717273909,0.2127350924953606,0.05030200115217821,56
0.005027580261230469,8.25747045020982e-05,0.001787424087524414,5.328769917288931e-05,,7,3,"{'RF__max_depth': None, 'RF__max_features': 7, 'RF__n_estimators': 3}",0.2956521737870699,0.2857142856049107,0.23140495853425314,0.21052631563178498,0.3050847456334387,0.26567649583829145,0.037600917768397794,24
0.007840681076049804,0.00048823396912036645,0.0019035816192626953,2.190930535583511e-05,,7,5,"{'RF__max_depth': None, 'RF__max_features': 7, 'RF__n_estimators': 5}",0.25454545444826443,0.315789473563558,0.24999999986111107,0.2745098037762399,0.3375527424842885,0.2864794948266924,0.03452929617448895,10
0.014709711074829102,0.00045732061979294114,0.0024141788482666014,4.495272139385617e-05,,7,10,"{'RF__max_depth': None, 'RF__max_features': 7, 'RF__n_estimators': 10}",0.23636363626644627,0.273972602645733,0.163636363553719,0.2916666665572916,0.18518518511659807,0.23016489082795757,0.0493745427214093,43
0.03596076965332031,0.0008941382903152076,0.0038176059722900392,0.000255484098584825,,7,25,"{'RF__max_depth': None, 'RF__max_features': 7, 'RF__n_estimators': 25}",0.273972602645733,0.35398230076983317,0.16589861743931703,0.30456852779324384,0.22119815660982395,0.26392404105159023,0.0652654930446082,25
0.07186698913574219,0.0018011211149262759,0.006232404708862304,0.00029757777684255647,,7,50,"{'RF__max_depth': None, 'RF__max_features': 7, 'RF__n_estimators': 50}",0.20853080562116755,0.3392857141763393,0.11162790691184422,0.2526315788449861,0.23744292229519817,0.2299037855699071,0.07346262344839861,45
0.21292076110839844,0.0031704304915112186,0.014989709854125977,0.00033692800721476796,,7,150,"{'RF__max_depth': None, 'RF__max_features': 7, 'RF__n_estimators': 150}",0.20657276987960943,0.3243243242209236,0.16589861743931703,0.23157894726603878,0.18604651156300703,0.2228842340737792,0.05520168854972584,50
0.005903863906860351,0.00020506545950885289,0.001809549331665039,5.042863502588883e-05,,15,3,"{'RF__max_depth': None, 'RF__max_features': 15, 'RF__n_estimators': 3}",0.31168831155975335,0.40650406487870977,0.2304526747514776,0.3925233643172329,0.28070175427823946,0.32437403395708264,0.06675191456106981,1
0.009617280960083009,0.00029848244191537634,0.002009010314941406,7.075572558503445e-05,,15,5,"{'RF__max_depth': None, 'RF__max_features': 15, 'RF__n_estimators': 5}",0.3199999998877235,0.3485477176904667,0.28451882831533065,0.3238095236495238,0.27826086945179584,0.3110273877989681,0.0261840194403279,2
0.017948675155639648,0.0007087507626216458,0.0024381637573242187,3.751123692353298e-05,,15,10,"{'RF__max_depth': None, 'RF__max_features': 15, 'RF__n_estimators': 10}",0.23636363626644627,0.32142857131919644,0.22907488976304605,0.20942408366371534,0.20183486230956987,0.2396252086643948,0.04278774463321129,37
0.041573381423950194,0.0009387156541562065,0.0038232326507568358,0.00027504252493142783,,15,25,"{'RF__max_depth': None, 'RF__max_features': 15, 'RF__n_estimators': 25}",0.2857142856049107,0.313043478134896,0.26315789462911665,0.2871794870601972,0.2666666665679012,0.28315236239940433,0.01782030803282002,13
0.08313665390014649,0.0007080077193677364,0.006064176559448242,0.0003062967113864781,,15,50,"{'RF__max_depth': None, 'RF__max_features': 15, 'RF__n_estimators': 50}",0.25806451604162334,0.35087719286180363,0.17857142847576532,0.2666666665473767,0.24999999990433677,0.26083596076618115,0.054834246295223564,26
0.2500678539276123,0.0027875827617270003,0.014668560028076172,0.0005352266451107676,,15,150,"{'RF__max_depth': None, 'RF__max_features': 15, 'RF__n_estimators': 150}",0.24074074065672155,0.3793103446964922,0.24454148460555672,0.235294117555778,0.23744292229519817,0.26746592196194935,0.05600954480883822,23
0.006400203704833985,0.000681209297185464,0.0017765998840332032,0.00012514251230890191,,20,3,"{'RF__max_depth': None, 'RF__max_features': 20, 'RF__n_estimators': 3}",0.34188034174432025,0.3166666665169444,0.2689075628910388,0.22966507161264618,0.3185840706946511,0.2951407426919202,0.04042966329241474,5
0.009679079055786133,0.0003293983357856129,0.0018972396850585938,3.41285515697052e-05,,20,5,"{'RF__max_depth': None, 'RF__max_features': 20, 'RF__n_estimators': 5}",0.346320346191788,0.3559322032490664,0.27705627694008733,0.2692307690754438,0.29437229425610467,0.30858237794249804,0.035806510154889656,3
0.019384336471557618,0.0003200803442193518,0.002433919906616211,8.462450420580277e-05,,20,10,"{'RF__max_depth': None, 'RF__max_features': 20, 'RF__n_estimators': 10}",0.273972602645733,0.25225225214885155,0.21818181809917356,0.2256410255217357,0.1834862384563589,0.23070678737437053,0.03081705651763202,42
0.04618525505065918,0.0019203322945376884,0.004034614562988282,0.0005558020256931664,,20,25,"{'RF__max_depth': None, 'RF__max_features': 20, 'RF__n_estimators': 25}",0.32142857131919644,0.310344827455113,0.2831858406061556,0.28426395926532505,0.2714932125836899,0.29414328224589603,0.01864225990874182,6
0.09463715553283691,0.000810881222994995,0.006066083908081055,0.000360187146890237,,20,50,"{'RF__max_depth': None, 'RF__max_features': 20, 'RF__n_estimators': 50}",0.2418604650357166,0.3636363635078053,0.23111111101234572,0.28865979369837386,0.23853211001599192,0.27275996865404667,0.04974389721708782,16
0.2705026149749756,0.0032201348924072656,0.014493942260742188,0.0002589222695505134,,20,150,"{'RF__max_depth': None, 'RF__max_features': 20, 'RF__n_estimators': 150}",0.2922374428283814,0.3652173911783743,0.214285714190051,0.23280423270546738,0.23636363628099172,0.26818168343665316,0.05506965731311119,22
