mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_RF__max_depth,param_RF__max_features,param_RF__n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.0066528797149658205,6.998328944370778e-05,0.0019253253936767577,6.504810407289916e-05,5,7,5,"{'RF__max_depth': 5, 'RF__max_features': 7, 'RF__n_estimators': 5}",0.1714285713663492,0.22325581387292592,0.11374407577996899,0.21505376335345122,0.2545454544628099,0.19560553576710102,0.04879038776295336,62
0.01247420310974121,0.00018440659740918944,0.0023417949676513674,4.900911805836894e-05,5,7,10,"{'RF__max_depth': 5, 'RF__max_features': 7, 'RF__n_estimators': 10}",0.15533980577905548,0.15165876770647557,0.0,0.19780219773119187,0.20370370363511658,0.14170089497036792,0.07396759723914,84
0.031247520446777345,0.0015698442713439717,0.0036403179168701173,0.0001787047752343273,5,7,25,"{'RF__max_depth': 5, 'RF__max_features': 7, 'RF__n_estimators': 25}",0.05882352937408688,0.13592233005090018,0.07729468595766528,0.19999999993777776,0.13461538457840236,0.12133118597976648,0.0498489201002446,89
0.061714792251586915,0.0023584558015295734,0.0056380748748779295,0.0001960883688281854,5,7,50,"{'RF__max_depth': 5, 'RF__max_features': 7, 'RF__n_estimators': 50}",0.07920792076325849,0.0796019900254944,0.038834951428032796,0.15909090904752066,0.07804878046400951,0.08695691034566318,0.03927475822775321,102
0.18305516242980957,0.003254881919449547,0.013654518127441406,0.0008386374709448497,5,7,150,"{'RF__max_depth': 5, 'RF__max_features': 7, 'RF__n_estimators': 150}",0.13592233005090018,0.15609756093363472,0.039215686255286424,0.1807909604037154,0.05911330047805091,0.1142279676243175,0.055351258528716696,91
0.004841804504394531,0.00013879369205805706,0.0017990589141845704,9.819469983014903e-05,5,15,3,"{'RF__max_depth': 5, 'RF__max_features': 15, 'RF__n_estimators': 3}",0.20370370361968448,0.23423423413083352,0.10958904101665935,0.30456852779324384,0.25806451605682856,0.22203200452344998,0.06517493479009857,52
0.008022832870483398,0.0006231476742351122,0.002108478546142578,0.0001462933448330959,5,15,5,"{'RF__max_depth': 5, 'RF__max_features': 15, 'RF__n_estimators': 5}",0.1722488037694192,0.20370370361968448,0.09345794386409294,0.2626262624977043,0.1502347417267297,0.17645429109552613,0.05614567424969265,70
0.015010595321655273,0.0003894487906484457,0.0024968624114990235,0.00016119893243227352,5,15,10,"{'RF__max_depth': 5, 'RF__max_features': 15, 'RF__n_estimators': 10}",0.1531100477885579,0.2211981565946187,0.09389671355771562,0.1945945945111468,0.13333333328798186,0.15922656914800415,0.04487145283369496,82
0.03561868667602539,0.00047585439975365623,0.0037261486053466798,0.0002621401424220692,5,15,25,"{'RF__max_depth': 5, 'RF__max_features': 15, 'RF__n_estimators': 25}",0.1722488037694192,0.20853080562116755,0.1148325358439596,0.21390374322422717,0.1531100478056821,0.17252518725289115,0.03664438702593332,73
0.06782464981079102,0.0015504257975251141,0.0059467792510986325,0.00021891419961113823,5,15,50,"{'RF__max_depth': 5, 'RF__max_features': 15, 'RF__n_estimators': 50}",0.15458937193036007,0.20754716974154502,0.1142857142403628,0.218579234897429,0.11650485434065415,0.16230126903007022,0.04399245260361171,80
0.20060153007507325,0.0025905271345598095,0.014202499389648437,0.0008278320945281644,5,15,150,"{'RF__max_depth': 5, 'RF__max_features': 15, 'RF__n_estimators': 150}",0.15458937193036007,0.24413145532561883,0.09569377986309836,0.19780219773119187,0.11650485434065415,0.16174433183818465,0.05394124025462808,81
0.005167388916015625,0.0003314033206384512,0.0017415523529052735,4.1775833783241884e-05,5,20,3,"{'RF__max_depth': 5, 'RF__max_features': 20, 'RF__n_estimators': 3}",0.16901408443360003,0.19909502252410885,0.14545454537190083,0.22680412359528113,0.13207547164471342,0.17448864951392085,0.034682013044768166,72
0.0076846122741699215,5.6308916449717875e-05,0.001878643035888672,1.553172156260379e-05,5,20,5,"{'RF__max_depth': 5, 'RF__max_features': 20, 'RF__n_estimators': 5}",0.2264150942698469,0.2533936650580455,0.14953271021923312,0.17021276586238115,0.11538461534763313,0.18298777015142795,0.050389583897400156,65
0.015208292007446288,0.0002112147702845282,0.0024275779724121094,0.0001124178364035174,5,20,10,"{'RF__max_depth': 5, 'RF__max_features': 20, 'RF__n_estimators': 10}",0.24413145532561883,0.22018348614779903,0.1502347417267297,0.1325966850162083,0.11538461534763313,0.17250619671279782,0.050507352906158466,74
0.037916707992553714,0.0014536270720240658,0.003593111038208008,0.00014457704209400583,5,20,25,"{'RF__max_depth': 5, 'RF__max_features': 20, 'RF__n_estimators': 25}",0.1913875597502804,0.256880733854221,0.131455399003725,0.19672131140016122,0.13397129182482087,0.1820832591666417,0.04641863080349806,66
0.07197017669677734,0.001404511302405647,0.005764007568359375,0.0004705531421100402,5,20,50,"{'RF__max_depth': 5, 'RF__max_features': 20, 'RF__n_estimators': 50}",0.20853080562116755,0.22018348614779903,0.09523809519274376,0.218579234897429,0.13461538457840236,0.17542940128750834,0.05110179792183782,71
0.21637921333312987,0.0021008358609970815,0.013312196731567383,0.00020216869832059167,5,20,150,"{'RF__max_depth': 5, 'RF__max_features': 20, 'RF__n_estimators': 150}",0.1730769230225592,0.222222222138203,0.09523809519274376,0.19889502755764474,0.13526570045041894,0.16493959367231395,0.04525334456700072,79
0.0042988300323486325,9.258547088357335e-05,0.0017395496368408203,3.433108327703272e-05,7,4,3,"{'RF__max_depth': 7, 'RF__max_features': 4, 'RF__n_estimators': 3}",0.1302325580589724,0.29824561391443516,0.255319148809416,0.2999999998656,0.19909502253844105,0.23657846863737292,0.06463869112453743,38
0.006911706924438476,0.0007013957465735171,0.0018952369689941406,2.605704563430116e-05,7,4,5,"{'RF__max_depth': 7, 'RF__max_features': 4, 'RF__n_estimators': 5}",0.13145539898759062,0.2533936650580455,0.21719457004975323,0.249999999890625,0.1509433961730153,0.20059740603180595,0.050496861157388884,60
0.013121271133422851,0.0006024989600576802,0.002519083023071289,0.0002885562796526477,7,4,10,"{'RF__max_depth': 7, 'RF__max_features': 4, 'RF__n_estimators': 10}",0.07804878044582984,0.256880733854221,0.1126760562807203,0.21276595735174283,0.09523809519274376,0.15112192462505153,0.07060550132303782,83
0.03035445213317871,0.001200825779970823,0.003625631332397461,9.25772926265105e-05,7,4,25,"{'RF__max_depth': 7, 'RF__max_features': 4, 'RF__n_estimators': 25}",0.0980392156485967,0.21052631573114167,0.038834951428032796,0.21505376335345122,0.05911330047805091,0.12431350932785463,0.07471871424428496,86
0.06011199951171875,0.0015245494638992838,0.005771064758300781,0.0002976995083316768,7,4,50,"{'RF__max_depth': 7, 'RF__max_features': 4, 'RF__n_estimators': 50}",0.11707317068973229,0.21052631573114167,0.05769230765532544,0.17877094966299426,0.09756097558596075,0.13232474386503087,0.055288093617406234,85
0.17959604263305665,0.001869450575691199,0.014153146743774414,0.0006340010896322958,7,4,150,"{'RF__max_depth': 7, 'RF__max_features': 4, 'RF__n_estimators': 150}",0.0980392156485967,0.23076923071486685,0.03864734296249621,0.15642458094791048,0.03960396038623664,0.11269686613202137,0.0733402315116261,92
0.004602384567260742,0.00018531320215489175,0.0017476558685302734,3.841111997235444e-05,7,7,3,"{'RF__max_depth': 7, 'RF__max_features': 7, 'RF__n_estimators': 3}",0.256880733854221,0.3668122269508972,0.1769911503406688,0.20100502499411627,0.1621621620728837,0.23277025964255743,0.07436989522083846,41
0.007451629638671875,0.0004842619435703141,0.001966381072998047,5.305477165097935e-05,7,7,5,"{'RF__max_depth': 7, 'RF__max_features': 7, 'RF__n_estimators': 5}",0.14953271020333653,0.32142857131919644,0.19469026538491657,0.30769230757301774,0.16438356156460457,0.22754548320901438,0.07265319555925603,48
0.013188028335571289,0.00017488646186636936,0.0023870468139648438,4.876834406152983e-05,7,7,10,"{'RF__max_depth': 7, 'RF__max_features': 7, 'RF__n_estimators': 10}",0.19047619041396824,0.3392857141763393,0.09302325574905354,0.2931937171715687,0.1142857142403628,0.2060529183502585,0.09673061101217224,58
0.03290290832519531,0.0008231726663477982,0.003632640838623047,0.0001228535195624126,7,7,25,"{'RF__max_depth': 7, 'RF__max_features': 7, 'RF__n_estimators': 25}",0.1346153845610207,0.25806451604162334,0.13084112143418639,0.2365591396975373,0.07655502388223713,0.16732703712332095,0.06880000981419546,77
0.06537628173828125,0.000828891053376852,0.005745792388916015,0.00032662755724186616,7,7,50,"{'RF__max_depth': 7, 'RF__max_features': 7, 'RF__n_estimators': 50}",0.19047619041396824,0.256880733854221,0.1126760562807203,0.2391304347032136,0.09708737861249882,0.17925015877292438,0.06468540946098901,68
0.19162702560424805,0.0011562751186705875,0.013854503631591797,0.0003039244612795992,7,7,150,"{'RF__max_depth': 7, 'RF__max_features': 7, 'RF__n_estimators': 150}",0.1722488037694192,0.29629629621227704,0.09433962258810964,0.17777777771555556,0.11594202895283436,0.17132090584763918,0.07022013723153697,75
0.005477762222290039,0.0005398096878274225,0.001920604705810547,0.00016257913777302675,7,15,3,"{'RF__max_depth': 7, 'RF__max_features': 15, 'RF__n_estimators': 3}",0.23423423413083352,0.2969432313177094,0.2096069867889628,0.2040816325306122,0.28193832588639406,0.2453608821309024,0.03769553797127376,30
0.008308076858520507,6.900866694123436e-05,0.0020150184631347657,0.00014548219644920898,7,15,5,"{'RF__max_depth': 7, 'RF__max_features': 15, 'RF__n_estimators': 5}",0.275229357707432,0.23636363626644627,0.14414414405486567,0.24742268029631204,0.2690582958716242,0.234443622839336,0.04730283291863527,40
0.015240478515625,0.0003879160519507523,0.0023499011993408205,6.407357258663613e-05,7,15,10,"{'RF__max_depth': 7, 'RF__max_features': 15, 'RF__n_estimators': 10}",0.2211981565946187,0.2857142856049107,0.14678899074993687,0.23404255309642372,0.31718061663529273,0.24098492053623657,0.05851339314160926,34
0.0365570068359375,0.0007483405460046649,0.0037524223327636717,0.00015489997653757838,7,15,25,"{'RF__max_depth': 7, 'RF__max_features': 15, 'RF__n_estimators': 25}",0.2056074765584767,0.29824561391443516,0.16589861743931703,0.27807486621887956,0.20183486230956987,0.22993228728813567,0.04993173556491253,44
0.07437171936035156,0.0010983399097582865,0.0063053607940673825,0.0006098353281486437,7,15,50,"{'RF__max_depth': 7, 'RF__max_features': 15, 'RF__n_estimators': 50}",0.16981132068494126,0.27027027016686955,0.16666666659807952,0.27513227503350973,0.1690140844497344,0.21017892338662686,0.05108289665130771,57
0.22118697166442872,0.0018437031189676902,0.014236021041870116,0.0005240533305516405,7,15,150,"{'RF__max_depth': 7, 'RF__max_features': 15, 'RF__n_estimators': 150}",0.18867924521324317,0.2714932125693577,0.14814814807956103,0.19565217383364836,0.1698113207013172,0.1947568200794255,0.041763282322591286,63
0.005799436569213867,0.0002887494724882722,0.002204418182373047,0.0006913821936614635,7,20,3,"{'RF__max_depth': 7, 'RF__max_features': 20, 'RF__n_estimators': 3}",0.201834862294588,0.3348017619966232,0.16071428561862247,0.249999999890625,0.17857142847576532,0.2251844676552448,0.06245982024106522,49
0.009454107284545899,0.0005080851875263291,0.0019843578338623047,6.154155760019335e-05,7,20,5,"{'RF__max_depth': 7, 'RF__max_features': 20, 'RF__n_estimators': 5}",0.20657276987960943,0.34934497804260023,0.18018018009090173,0.2653061223265306,0.19909502253844105,0.24009981457561666,0.06158844369555651,36
0.01622738838195801,0.00029440872237731646,0.0024423599243164062,0.0001154536891969418,7,20,10,"{'RF__max_depth': 7, 'RF__max_features': 20, 'RF__n_estimators': 10}",0.2264150942698469,0.283185840592842,0.19469026538491657,0.25130890041764203,0.1834862384563589,0.22781726782432127,0.036557188618499874,47
0.03982586860656738,0.0011531185344450109,0.003664398193359375,0.00013649663340677885,7,20,25,"{'RF__max_depth': 7, 'RF__max_features': 20, 'RF__n_estimators': 25}",0.20754716974154502,0.2488888887766123,0.19999999991735534,0.23157894726603878,0.18691588778932658,0.21498617869817563,0.022327469000422557,55
0.07984528541564942,0.0016094486938161058,0.00594172477722168,0.0004598304810286505,7,20,50,"{'RF__max_depth': 7, 'RF__max_features': 20, 'RF__n_estimators': 50}",0.20657276987960943,0.30222222210994565,0.1981981981089197,0.2365591396975373,0.20560747657437328,0.22983196127407707,0.03850744190077052,46
0.23894147872924804,0.0005627755571171177,0.014501190185546875,0.000552009267022524,7,20,150,"{'RF__max_depth': 7, 'RF__max_features': 20, 'RF__n_estimators': 150}",0.24299065412857018,0.3008849556370898,0.14746543771581475,0.21621621613276842,0.18867924522961907,0.21924730176877244,0.05162302369686547,53
0.0046350955963134766,0.00017240133016260825,0.0019499301910400391,0.0001291178350337358,10,4,3,"{'RF__max_depth': 10, 'RF__max_features': 4, 'RF__n_estimators': 3}",0.2511210761267671,0.32203389816432054,0.25974025962407005,0.20618556689425016,0.1793721972169157,0.24369059960526473,0.04897746494381482,31
0.006936216354370117,8.407013690584861e-05,0.0019132137298583985,2.3578428252944022e-05,10,4,5,"{'RF__max_depth': 10, 'RF__max_features': 4, 'RF__n_estimators': 5}",0.18264840173249097,0.2819383258732752,0.26086956510396975,0.22335025368156872,0.1621621620728837,0.22219374169283768,0.04524200844270468,51
0.014123916625976562,0.0006686421230385465,0.002662467956542969,0.00023696299637132934,10,4,10,"{'RF__max_depth': 10, 'RF__max_features': 4, 'RF__n_estimators': 10}",0.1333333332711111,0.2895927600806699,0.1793721972169157,0.21390374322422717,0.18264840174725294,0.19977008710803537,0.05175121466623091,61
0.032079458236694336,0.0008680918228596323,0.003764438629150391,0.00011069324534786411,10,4,25,"{'RF__max_depth': 10, 'RF__max_features': 4, 'RF__n_estimators': 25}",0.1346153845610207,0.275229357707432,0.18264840174725294,0.21390374322422717,0.131455399003725,0.18757045724873156,0.05358150967536552,64
0.06432347297668457,0.001981901056558829,0.005992889404296875,0.00024891278749991896,10,4,50,"{'RF__max_depth': 10, 'RF__max_features': 4, 'RF__n_estimators': 50}",0.1531100477885579,0.293577981560643,0.1126760562807203,0.19251336889267637,0.07766990288434347,0.1659094714813882,0.07455314752619768,78
0.1901021957397461,0.001007399607671399,0.01475667953491211,0.0006791319138921977,10,4,150,"{'RF__max_depth': 10, 'RF__max_features': 4, 'RF__n_estimators': 150}",0.17061611367803958,0.2830188678547526,0.09433962258810964,0.21621621613276842,0.13397129182482087,0.1796324224156982,0.06552591157057602,67
0.005128383636474609,0.0004350068862150356,0.0018119335174560547,6.400202766236836e-05,10,7,3,"{'RF__max_depth': 10, 'RF__max_features': 7, 'RF__n_estimators': 3}",0.3050847456219477,0.38709677402783554,0.20689655160523185,0.3564356434243702,0.17857142847576532,0.2868170286310301,0.08165890147149478,9
0.00767974853515625,0.00037032536160586647,0.0019319534301757812,1.598606795862154e-05,10,7,5,"{'RF__max_depth': 10, 'RF__max_features': 7, 'RF__n_estimators': 5}",0.23214285703348214,0.3375527424729655,0.22317596554366445,0.32820512808583824,0.2300884954734122,0.2702330377218725,0.05132157458250841,19
0.01480398178100586,0.0010097010397419183,0.002748441696166992,0.000256795001470282,10,7,10,"{'RF__max_depth': 10, 'RF__max_features': 7, 'RF__n_estimators': 10}",0.26785714274776784,0.39826839813984,0.1955555554567901,0.3541666665572917,0.20091324192990134,0.2833522009663182,0.08119722984029557,12
0.03395819664001465,0.000677518787620023,0.0036725521087646483,0.00010096191058647997,10,7,25,"{'RF__max_depth': 10, 'RF__max_features': 7, 'RF__n_estimators': 25}",0.24299065412857018,0.33187772913430325,0.18181818173553718,0.3108808289027893,0.18433179716281933,0.25037983821280385,0.062321618409666116,29
0.06795353889465332,0.0017585765410397074,0.0059337615966796875,0.000306233012726364,10,7,50,"{'RF__max_depth': 10, 'RF__max_features': 7, 'RF__n_estimators': 50}",0.20754716974154502,0.37004405274552193,0.16589861743931703,0.2736842104239335,0.18604651156300703,0.2406441123826649,0.07416088899988446,35
0.20431413650512695,0.003187616349441554,0.01529378890991211,0.0003993234454002978,10,7,150,"{'RF__max_depth': 10, 'RF__max_features': 7, 'RF__n_estimators': 150}",0.20754716974154502,0.30630630620290555,0.1488372092374256,0.23783783775439007,0.18691588778932658,0.21748888214511858,0.05300794776836466,54
0.005761384963989258,0.00018730859151149386,0.00183868408203125,0.00010468405691749341,10,15,3,"{'RF__max_depth': 10, 'RF__max_features': 15, 'RF__n_estimators': 3}",0.24778761050434647,0.3636363634824124,0.21848739482381188,0.2941176469134948,0.3418803417561546,0.293181871496044,0.05472870526275039,7
0.008828496932983399,0.0006587051112930246,0.0020811080932617186,0.00028994939648080935,10,15,5,"{'RF__max_depth': 10, 'RF__max_features': 15, 'RF__n_estimators': 5}",0.275229357707432,0.3544303796037672,0.2270742356972598,0.2222222220936639,0.36206896539833533,0.28820503210009163,0.06016768386003092,8
0.016598892211914063,0.00015440075540083616,0.002440738677978516,0.00012781827934195137,10,15,10,"{'RF__max_depth': 10, 'RF__max_features': 15, 'RF__n_estimators': 10}",0.23636363626644627,0.3375527424729655,0.21333333323456788,0.24742268029631204,0.30630630621702787,0.2681957396974639,0.04629793853525198,21
0.04029841423034668,0.000671357278151268,0.0037147998809814453,0.0001370412073834526,10,15,25,"{'RF__max_depth': 10, 'RF__max_features': 15, 'RF__n_estimators': 25}",0.2046511627101352,0.3744680849679674,0.214285714190051,0.2694300517007168,0.2882882881990098,0.27022466035357606,0.0610289552921659,20
0.08121557235717773,0.0026209877337389637,0.005780553817749024,6.929735153968038e-05,10,15,50,"{'RF__max_depth': 10, 'RF__max_features': 15, 'RF__n_estimators': 50}",0.18691588777343002,0.313043478134896,0.19909502253844105,0.2708333332239583,0.20465116272579773,0.2349077768793046,0.0487792392372815,39
0.24056835174560548,0.003459229216868169,0.015258598327636718,0.0004848461466226974,10,15,150,"{'RF__max_depth': 10, 'RF__max_features': 15, 'RF__n_estimators': 150}",0.18867924521324317,0.34934497804260023,0.19909502253844105,0.25531914884110457,0.2222222221536351,0.24293212335780484,0.05791562871210757,32
0.006172990798950196,0.0003519757131628866,0.001849985122680664,0.00011164809856812293,10,20,3,"{'RF__max_depth': 10, 'RF__max_features': 20, 'RF__n_estimators': 3}",0.34999999985027774,0.4016736400198176,0.20869565206049148,0.21568627436447524,0.24669603513749544,0.2845503202865115,0.07737010662642885,11
0.009770584106445313,0.0007605203841768917,0.0020353317260742186,9.880859847554426e-05,10,20,5,"{'RF__max_depth': 10, 'RF__max_features': 20, 'RF__n_estimators': 5}",0.31858407068133765,0.3304347824827221,0.22608695640831758,0.20100502499411627,0.28193832588639406,0.27160983209057754,0.05065767989045916,18
